guid/image/axis,value
1431a177-2248-47e2-8709-2628206eeac4/0041/y,-9.350593
1431a177-2248-47e2-8709-2628206eeac4/0041/z,81.18628
1431a177-2248-47e2-8709-2628206eeac4/0042/x,-14.14858
1431a177-2248-47e2-8709-2628206eeac4/0042/y,-3.50428
1431a177-2248-47e2-8709-2628206eeac4/0042/z,76.33426
1431a177-2248-47e2-8709-2628206eeac4/0043/x,-39.67268
1431a177-2248-47e2-8709-2628206eeac4/0043/y,-10.298847
1431a177-2248-47e2-8709-2628206eeac4/0043/z,73.81978
1431a177-2248-47e2-8709-2628206eeac4/0044/x,-5.832249
1431a177-2248-47e2-8709-2628206eeac4/0044/y,-6.2480335
1431a177-2248-47e2-8709-2628206eeac4/0044/z,62.25996
1431a177-2248-47e2-8709-2628206eeac4/0045/x,-4.537264
1431a177-2248-47e2-8709-2628206eeac4/0045/y,-1.4836406
1431a177-2248-47e2-8709-2628206eeac4/0045/z,22.422394
1431a177-2248-47e2-8709-2628206eeac4/0046/x,-9.054216
1431a177-2248-47e2-8709-2628206eeac4/0046/y,-1.7444767
1431a177-2248-47e2-8709-2628206eeac4/0046/z,22.85656
1431a177-2248-47e2-8709-2628206eeac4/0047/x,0.32756802
1431a177-2248-47e2-8709-2628206eeac4/0047/y,-0.9215827
1431a177-2248-47e2-8709-2628206eeac4/0047/z,15.560921
1431a177-2248-47e2-8709-2628206eeac4/0048/x,-7.0812473
1431a177-2248-47e2-8709-2628206eeac4/0048/y,-2.2719207
1431a177-2248-47e2-8709-2628206eeac4/0048/z,44.766357
1431a177-2248-47e2-8709-2628206eeac4/0049/x,-24.230045
1431a177-2248-47e2-8709-2628206eeac4/0049/y,-1.1830577
1431a177-2248-47e2-8709-2628206eeac4/0049/z,67.25285
1431a177-2248-47e2-8709-2628206eeac4/0050/x,-7.4318295
1431a177-2248-47e2-8709-2628206eeac4/0050/y,-1.1937617
1431a177-2248-47e2-8709-2628206eeac4/0050/z,20.18466
1431a177-2248-47e2-8709-2628206eeac4/0051/x,35.39047
1431a177-2248-47e2-8709-2628206eeac4/0051/y,-23.508915
1431a177-2248-47e2-8709-2628206eeac4/0051/z,88.404175
1dac619e-4123-42e9-bf11-8df2db3facf7/0000/x,-36.402332
1dac619e-4123-42e9-bf11-8df2db3facf7/0000/y,-5.3965554
1dac619e-4123-42e9-bf11-8df2db3facf7/0000/z,42.295048
1dac619e-4123-42e9-bf11-8df2db3facf7/0001/x,-4.6905293
1dac619e-4123-42e9-bf11-8df2db3facf7/0001/y,-3.9156182
1dac619e-4123-42e9-bf11-8df2db3facf7/0001/z,47.643887
1dac619e-4123-42e9-bf11-8df2db3facf7/0002/x,-0.45495626
1dac619e-4123-42e9-bf11-8df2db3facf7/0002/y,-4.3162427
1dac619e-4123-42e9-bf11-8df2db3facf7/0002/z,50.42564
1dac619e-4123-42e9-bf11-8df2db3facf7/0003/x,0.9489338
1dac619e-4123-42e9-bf11-8df2db3facf7/0003/y,-3.5385914
1dac619e-4123-42e9-bf11-8df2db3facf7/0003/z,51.70349
1dac619e-4123-42e9-bf11-8df2db3facf7/0004/x,2.2703247
1dac619e-4123-42e9-bf11-8df2db3facf7/0004/y,-3.5635242
1dac619e-4123-42e9-bf11-8df2db3facf7/0004/z,52.704636
1dac619e-4123-42e9-bf11-8df2db3facf7/0005/x,3.8434846
1dac619e-4123-42e9-bf11-8df2db3facf7/0005/y,-3.3925726
1dac619e-4123-42e9-bf11-8df2db3facf7/0005/z,53.496384
1dac619e-4123-42e9-bf11-8df2db3facf7/0006/x,5.41367
1dac619e-4123-42e9-bf11-8df2db3facf7/0006/y,-4.075344
1dac619e-4123-42e9-bf11-8df2db3facf7/0006/z,54.08203
1dac619e-4123-42e9-bf11-8df2db3facf7/0007/x,6.893073
1dac619e-4123-42e9-bf11-8df2db3facf7/0007/y,-4.080638
1dac619e-4123-42e9-bf11-8df2db3facf7/0007/z,54.599197
1dac619e-4123-42e9-bf11-8df2db3facf7/0008/x,8.5022335
1dac619e-4123-42e9-bf11-8df2db3facf7/0008/y,-5.5659933
1dac619e-4123-42e9-bf11-8df2db3facf7/0008/z,54.976868
1dac619e-4123-42e9-bf11-8df2db3facf7/0009/x,10.582759
1dac619e-4123-42e9-bf11-8df2db3facf7/0009/y,-5.378595
1dac619e-4123-42e9-bf11-8df2db3facf7/0009/z,55.78989
1dac619e-4123-42e9-bf11-8df2db3facf7/0010/x,12.815489
1dac619e-4123-42e9-bf11-8df2db3facf7/0010/y,-6.086953
1dac619e-4123-42e9-bf11-8df2db3facf7/0010/z,56.801445
1dac619e-4123-42e9-bf11-8df2db3facf7/0011/x,15.257626
1dac619e-4123-42e9-bf11-8df2db3facf7/0011/y,-6.0222063
1dac619e-4123-42e9-bf11-8df2db3facf7/0011/z,58.200733
1dac619e-4123-42e9-bf11-8df2db3facf7/0012/x,17.815187
1dac619e-4123-42e9-bf11-8df2db3facf7/0012/y,-5.824576
1dac619e-4123-42e9-bf11-8df2db3facf7/0012/z,59.80048
1dac619e-4123-42e9-bf11-8df2db3facf7/0013/x,-14.868073
1dac619e-4123-42e9-bf11-8df2db3facf7/0013/y,-7.870703
1dac619e-4123-42e9-bf11-8df2db3facf7/0013/z,49.64085
1dac619e-4123-42e9-bf11-8df2db3facf7/0014/x,-12.021438
1dac619e-4123-42e9-bf11-8df2db3facf7/0014/y,-5.625247
1dac619e-4123-42e9-bf11-8df2db3facf7/0014/z,41.434532
1dac619e-4123-42e9-bf11-8df2db3facf7/0015/x,-10.019182
1dac619e-4123-42e9-bf11-8df2db3facf7/0015/y,-4.3644013
1dac619e-4123-42e9-bf11-8df2db3facf7/0015/z,33.9361
1dac619e-4123-42e9-bf11-8df2db3facf7/0016/x,-32.39743
1dac619e-4123-42e9-bf11-8df2db3facf7/0016/y,-15.114305
1dac619e-4123-42e9-bf11-8df2db3facf7/0016/z,92.396
1dac619e-4123-42e9-bf11-8df2db3facf7/0017/x,-27.277561
1dac619e-4123-42e9-bf11-8df2db3facf7/0017/y,-13.447684
1dac619e-4123-42e9-bf11-8df2db3facf7/0017/z,85.02232
1dac619e-4123-42e9-bf11-8df2db3facf7/0018/x,-22.461685
1dac619e-4123-42e9-bf11-8df2db3facf7/0018/y,-11.821629
1dac619e-4123-42e9-bf11-8df2db3facf7/0018/z,77.23064
1dac619e-4123-42e9-bf11-8df2db3facf7/0019/x,-19.016739
1dac619e-4123-42e9-bf11-8df2db3facf7/0019/y,-9.749347
1dac619e-4123-42e9-bf11-8df2db3facf7/0019/z,69.212265
1dac619e-4123-42e9-bf11-8df2db3facf7/0020/x,-15.246049
1dac619e-4123-42e9-bf11-8df2db3facf7/0020/y,-8.2971
1dac619e-4123-42e9-bf11-8df2db3facf7/0020/z,60.731583
1dac619e-4123-42e9-bf11-8df2db3facf7/0021/x,-11.949254
1dac619e-4123-42e9-bf11-8df2db3facf7/0021/y,-6.930405
1dac619e-4123-42e9-bf11-8df2db3facf7/0021/z,52.440327
1dac619e-4123-42e9-bf11-8df2db3facf7/0022/x,-9.798509
1dac619e-4123-42e9-bf11-8df2db3facf7/0022/y,-5.322399
1dac619e-4123-42e9-bf11-8df2db3facf7/0022/z,43.97345
1dac619e-4123-42e9-bf11-8df2db3facf7/0023/x,-8.302044
1dac619e-4123-42e9-bf11-8df2db3facf7/0023/y,-3.8825104
1dac619e-4123-42e9-bf11-8df2db3facf7/0023/z,35.375053
1dac619e-4123-42e9-bf11-8df2db3facf7/0024/x,-7.272455
1dac619e-4123-42e9-bf11-8df2db3facf7/0024/y,-3.0422232
1dac619e-4123-42e9-bf11-8df2db3facf7/0024/z,26.574898
1dac619e-4123-42e9-bf11-8df2db3facf7/0025/x,-6.6754117
1dac619e-4123-42e9-bf11-8df2db3facf7/0025/y,-1.6409854
1dac619e-4123-42e9-bf11-8df2db3facf7/0025/z,18.887625
1dac619e-4123-42e9-bf11-8df2db3facf7/0026/x,-6.133175
1dac619e-4123-42e9-bf11-8df2db3facf7/0026/y,-0.5355966
1dac619e-4123-42e9-bf11-8df2db3facf7/0026/z,9.590596
1dac619e-4123-42e9-bf11-8df2db3facf7/0027/x,-25.357668
1dac619e-4123-42e9-bf11-8df2db3facf7/0027/y,-7.4595203
1dac619e-4123-42e9-bf11-8df2db3facf7/0027/z,67.23757
1dac619e-4123-42e9-bf11-8df2db3facf7/0028/x,-21.49539
1dac619e-4123-42e9-bf11-8df2db3facf7/0028/y,-7.2027
1dac619e-4123-42e9-bf11-8df2db3facf7/0028/z,59.98446
1dac619e-4123-42e9-bf11-8df2db3facf7/0029/x,-17.16224
1dac619e-4123-42e9-bf11-8df2db3facf7/0029/y,-4.9494667
1dac619e-4123-42e9-bf11-8df2db3facf7/0029/z,51.357277
1dac619e-4123-42e9-bf11-8df2db3facf7/0030/x,-14.629286
1dac619e-4123-42e9-bf11-8df2db3facf7/0030/y,-3.6791003
1dac619e-4123-42e9-bf11-8df2db3facf7/0030/z,43.64632
1dac619e-4123-42e9-bf11-8df2db3facf7/0031/x,-9.631989
1dac619e-4123-42e9-bf11-8df2db3facf7/0031/y,-2.397536
1dac619e-4123-42e9-bf11-8df2db3facf7/0031/z,30.126781
1dac619e-4123-42e9-bf11-8df2db3facf7/0032/x,-7.214979
1dac619e-4123-42e9-bf11-8df2db3facf7/0032/y,-1.1469646
1dac619e-4123-42e9-bf11-8df2db3facf7/0032/z,20.898273
1dac619e-4123-42e9-bf11-8df2db3facf7/0033/x,-5.5406938
1dac619e-4123-42e9-bf11-8df2db3facf7/0033/y,0.1380942
1dac619e-4123-42e9-bf11-8df2db3facf7/0033/z,6.5284824
1dac619e-4123-42e9-bf11-8df2db3facf7/0034/x,-19.307583
1dac619e-4123-42e9-bf11-8df2db3facf7/0034/y,0.9476426
1dac619e-4123-42e9-bf11-8df2db3facf7/0034/z,35.90799
1dac619e-4123-42e9-bf11-8df2db3facf7/0035/x,-15.073048
1dac619e-4123-42e9-bf11-8df2db3facf7/0035/y,0.27753744
1dac619e-4123-42e9-bf11-8df2db3facf7/0035/z,29.351828
1dac619e-4123-42e9-bf11-8df2db3facf7/0036/x,-11.069796
1dac619e-4123-42e9-bf11-8df2db3facf7/0036/y,0.3957019
1dac619e-4123-42e9-bf11-8df2db3facf7/0036/z,22.506918
1dac619e-4123-42e9-bf11-8df2db3facf7/0037/x,-9.226212
1dac619e-4123-42e9-bf11-8df2db3facf7/0037/y,0.1868086
1dac619e-4123-42e9-bf11-8df2db3facf7/0037/z,17.529984
1dac619e-4123-42e9-bf11-8df2db3facf7/0038/x,-7.525425
1dac619e-4123-42e9-bf11-8df2db3facf7/0038/y,0.16527936
1dac619e-4123-42e9-bf11-8df2db3facf7/0038/z,12.534099
1dac619e-4123-42e9-bf11-8df2db3facf7/0039/x,-6.106879
1dac619e-4123-42e9-bf11-8df2db3facf7/0039/y,0.13771598
1dac619e-4123-42e9-bf11-8df2db3facf7/0039/z,7.499812
1dac619e-4123-42e9-bf11-8df2db3facf7/0040/x,-31.659374
1dac619e-4123-42e9-bf11-8df2db3facf7/0040/y,-2.6164474
1dac619e-4123-42e9-bf11-8df2db3facf7/0040/z,36.111652
1dac619e-4123-42e9-bf11-8df2db3facf7/0041/x,-25.890854
1dac619e-4123-42e9-bf11-8df2db3facf7/0041/y,-2.169952
1dac619e-4123-42e9-bf11-8df2db3facf7/0041/z,31.54323
1dac619e-4123-42e9-bf11-8df2db3facf7/0042/x,-18.682867
1dac619e-4123-42e9-bf11-8df2db3facf7/0042/y,-1.6424258
1dac619e-4123-42e9-bf11-8df2db3facf7/0042/z,27.021654
1dac619e-4123-42e9-bf11-8df2db3facf7/0043/x,-19.795881
1dac619e-4123-42e9-bf11-8df2db3facf7/0043/y,-6.5401692
1dac619e-4123-42e9-bf11-8df2db3facf7/0043/z,69.13203
1dac619e-4123-42e9-bf11-8df2db3facf7/0044/x,-20.77824
1dac619e-4123-42e9-bf11-8df2db3facf7/0044/y,-6.1661396
1dac619e-4123-42e9-bf11-8df2db3facf7/0044/z,63.100685
1dac619e-4123-42e9-bf11-8df2db3facf7/0045/x,-20.88614
1dac619e-4123-42e9-bf11-8df2db3facf7/0045/y,-4.789081
1dac619e-4123-42e9-bf11-8df2db3facf7/0045/z,56.16232
1dac619e-4123-42e9-bf11-8df2db3facf7/0046/x,-20.583088
1dac619e-4123-42e9-bf11-8df2db3facf7/0046/y,-4.406612
1dac619e-4123-42e9-bf11-8df2db3facf7/0046/z,49.22408
1dac619e-4123-42e9-bf11-8df2db3facf7/0047/x,10.26426
1dac619e-4123-42e9-bf11-8df2db3facf7/0047/y,-5.36281
1dac619e-4123-42e9-bf11-8df2db3facf7/0047/z,56.72646
1dac619e-4123-42e9-bf11-8df2db3facf7/0048/x,3.2459788
1dac619e-4123-42e9-bf11-8df2db3facf7/0048/y,-4.421341
1dac619e-4123-42e9-bf11-8df2db3facf7/0048/z,49.357864
1dac619e-4123-42e9-bf11-8df2db3facf7/0049/x,-1.7963972
1dac619e-4123-42e9-bf11-8df2db3facf7/0049/y,-2.351242
1dac619e-4123-42e9-bf11-8df2db3facf7/0049/z,41.913345
1dac619e-4123-42e9-bf11-8df2db3facf7/0050/x,-4.1664877
1dac619e-4123-42e9-bf11-8df2db3facf7/0050/y,-2.113808
1dac619e-4123-42e9-bf11-8df2db3facf7/0050/z,34.03765
1dac619e-4123-42e9-bf11-8df2db3facf7/0051/x,-2.806934
1dac619e-4123-42e9-bf11-8df2db3facf7/0051/y,-7.0670223
1dac619e-4123-42e9-bf11-8df2db3facf7/0051/z,74.124535
1dac619e-4123-42e9-bf11-8df2db3facf7/0052/x,-3.0382757
1dac619e-4123-42e9-bf11-8df2db3facf7/0052/y,-6.044994
1dac619e-4123-42e9-bf11-8df2db3facf7/0052/z,65.09661
1dac619e-4123-42e9-bf11-8df2db3facf7/0053/x,-3.2819717
1dac619e-4123-42e9-bf11-8df2db3facf7/0053/y,-5.050515
1dac619e-4123-42e9-bf11-8df2db3facf7/0053/z,56.125328
1dac619e-4123-42e9-bf11-8df2db3facf7/0054/x,-3.5258567
1dac619e-4123-42e9-bf11-8df2db3facf7/0054/y,-4.2564716
1dac619e-4123-42e9-bf11-8df2db3facf7/0054/z,48.358627
1dac619e-4123-42e9-bf11-8df2db3facf7/0055/x,-3.8485553
1dac619e-4123-42e9-bf11-8df2db3facf7/0055/y,-3.0229485
1dac619e-4123-42e9-bf11-8df2db3facf7/0055/z,39.16652
1dac619e-4123-42e9-bf11-8df2db3facf7/0056/x,-4.1174273
1dac619e-4123-42e9-bf11-8df2db3facf7/0056/y,-2.5153954
1dac619e-4123-42e9-bf11-8df2db3facf7/0056/z,30.31853
1dac619e-4123-42e9-bf11-8df2db3facf7/0057/x,-4.3571854
1dac619e-4123-42e9-bf11-8df2db3facf7/0057/y,-1.2823213
1dac619e-4123-42e9-bf11-8df2db3facf7/0057/z,21.510056
1dac619e-4123-42e9-bf11-8df2db3facf7/0058/x,-4.512803
1dac619e-4123-42e9-bf11-8df2db3facf7/0058/y,-0.6889072
1dac619e-4123-42e9-bf11-8df2db3facf7/0058/z,13.95024
1dac619e-4123-42e9-bf11-8df2db3facf7/0059/x,-4.6260056
1dac619e-4123-42e9-bf11-8df2db3facf7/0059/y,0.10289411
1dac619e-4123-42e9-bf11-8df2db3facf7/0059/z,5.4571724
1dac619e-4123-42e9-bf11-8df2db3facf7/0060/x,-5.2685075
1dac619e-4123-42e9-bf11-8df2db3facf7/0060/y,-5.9787173
1dac619e-4123-42e9-bf11-8df2db3facf7/0060/z,66.38172
1dac619e-4123-42e9-bf11-8df2db3facf7/0061/x,-4.8546586
1dac619e-4123-42e9-bf11-8df2db3facf7/0061/y,-5.2654223
1dac619e-4123-42e9-bf11-8df2db3facf7/0061/z,59.065742
1dac619e-4123-42e9-bf11-8df2db3facf7/0062/x,-4.5473137
1dac619e-4123-42e9-bf11-8df2db3facf7/0062/y,-4.044631
1dac619e-4123-42e9-bf11-8df2db3facf7/0062/z,51.757862
1dac619e-4123-42e9-bf11-8df2db3facf7/0063/x,-4.433957
1dac619e-4123-42e9-bf11-8df2db3facf7/0063/y,-3.534554
1dac619e-4123-42e9-bf11-8df2db3facf7/0063/z,44.35854
1dac619e-4123-42e9-bf11-8df2db3facf7/0064/x,-3.5994964
1dac619e-4123-42e9-bf11-8df2db3facf7/0064/y,-2.644767
1dac619e-4123-42e9-bf11-8df2db3facf7/0064/z,40.76991
1dac619e-4123-42e9-bf11-8df2db3facf7/0065/x,-3.9492671
1dac619e-4123-42e9-bf11-8df2db3facf7/0065/y,-1.8192985
1dac619e-4123-42e9-bf11-8df2db3facf7/0065/z,30.530493
1dac619e-4123-42e9-bf11-8df2db3facf7/0066/x,-4.2075696
1dac619e-4123-42e9-bf11-8df2db3facf7/0066/y,-1.1723846
1dac619e-4123-42e9-bf11-8df2db3facf7/0066/z,21.604904
1dac619e-4123-42e9-bf11-8df2db3facf7/0067/x,-4.5701756
1dac619e-4123-42e9-bf11-8df2db3facf7/0067/y,-0.5140386
1dac619e-4123-42e9-bf11-8df2db3facf7/0067/z,13.644495
1dac619e-4123-42e9-bf11-8df2db3facf7/0068/x,-4.875508
1dac619e-4123-42e9-bf11-8df2db3facf7/0068/y,0.06829235
1dac619e-4123-42e9-bf11-8df2db3facf7/0068/z,6.7998714
1dac619e-4123-42e9-bf11-8df2db3facf7/0069/x,10.386404
1dac619e-4123-42e9-bf11-8df2db3facf7/0069/y,-0.8882069
1dac619e-4123-42e9-bf11-8df2db3facf7/0069/z,52.03553
1dac619e-4123-42e9-bf11-8df2db3facf7/0070/x,6.5706973
1dac619e-4123-42e9-bf11-8df2db3facf7/0070/y,-0.5993658
1dac619e-4123-42e9-bf11-8df2db3facf7/0070/z,43.70412
1dac619e-4123-42e9-bf11-8df2db3facf7/0071/x,3.2453632
1dac619e-4123-42e9-bf11-8df2db3facf7/0071/y,-0.8346859
1dac619e-4123-42e9-bf11-8df2db3facf7/0071/z,34.78928
1dac619e-4123-42e9-bf11-8df2db3facf7/0072/x,-0.05227966
1dac619e-4123-42e9-bf11-8df2db3facf7/0072/y,-0.69088197
1dac619e-4123-42e9-bf11-8df2db3facf7/0072/z,25.769213
1dac619e-4123-42e9-bf11-8df2db3facf7/0073/x,-2.335825
1dac619e-4123-42e9-bf11-8df2db3facf7/0073/y,-0.5250593
1dac619e-4123-42e9-bf11-8df2db3facf7/0073/z,16.600378
1dac619e-4123-42e9-bf11-8df2db3facf7/0074/x,-3.828576
1dac619e-4123-42e9-bf11-8df2db3facf7/0074/y,-0.07033768
1dac619e-4123-42e9-bf11-8df2db3facf7/0074/z,8.560648
1dac619e-4123-42e9-bf11-8df2db3facf7/0075/x,-25.695925
1dac619e-4123-42e9-bf11-8df2db3facf7/0075/y,-7.1886816
1dac619e-4123-42e9-bf11-8df2db3facf7/0075/z,66.27709
1dac619e-4123-42e9-bf11-8df2db3facf7/0076/x,-22.567951
1dac619e-4123-42e9-bf11-8df2db3facf7/0076/y,-6.491593
1dac619e-4123-42e9-bf11-8df2db3facf7/0076/z,58.330402
1dac619e-4123-42e9-bf11-8df2db3facf7/0077/x,-20.17522
1dac619e-4123-42e9-bf11-8df2db3facf7/0077/y,-5.832069
1dac619e-4123-42e9-bf11-8df2db3facf7/0077/z,51.529907
1dac619e-4123-42e9-bf11-8df2db3facf7/0078/x,-16.251108
1dac619e-4123-42e9-bf11-8df2db3facf7/0078/y,-4.205046
1dac619e-4123-42e9-bf11-8df2db3facf7/0078/z,40.75407
1dac619e-4123-42e9-bf11-8df2db3facf7/0079/x,-13.446543
1dac619e-4123-42e9-bf11-8df2db3facf7/0079/y,-2.9644434
1dac619e-4123-42e9-bf11-8df2db3facf7/0079/z,32.324924
1dac619e-4123-42e9-bf11-8df2db3facf7/0080/x,-11.359828
1dac619e-4123-42e9-bf11-8df2db3facf7/0080/y,-2.0315485
1dac619e-4123-42e9-bf11-8df2db3facf7/0080/z,25.157217
1dac619e-4123-42e9-bf11-8df2db3facf7/0081/x,-7.4685054
1dac619e-4123-42e9-bf11-8df2db3facf7/0081/y,-0.5829309
1dac619e-4123-42e9-bf11-8df2db3facf7/0081/z,12.214944
1dac619e-4123-42e9-bf11-8df2db3facf7/0082/x,-37.367954
1dac619e-4123-42e9-bf11-8df2db3facf7/0082/y,-9.51856
1dac619e-4123-42e9-bf11-8df2db3facf7/0082/z,49.644382
1dac619e-4123-42e9-bf11-8df2db3facf7/0083/x,-30.2485
1dac619e-4123-42e9-bf11-8df2db3facf7/0083/y,-7.5350986
1dac619e-4123-42e9-bf11-8df2db3facf7/0083/z,44.946743
1dac619e-4123-42e9-bf11-8df2db3facf7/0084/x,-22.238022
1dac619e-4123-42e9-bf11-8df2db3facf7/0084/y,-4.862399
1dac619e-4123-42e9-bf11-8df2db3facf7/0084/z,40.193943
1dac619e-4123-42e9-bf11-8df2db3facf7/0085/x,-17.368254
1dac619e-4123-42e9-bf11-8df2db3facf7/0085/y,-4.201437
1dac619e-4123-42e9-bf11-8df2db3facf7/0085/z,35.917713
1dac619e-4123-42e9-bf11-8df2db3facf7/0086/x,-13.5780945
1dac619e-4123-42e9-bf11-8df2db3facf7/0086/y,-2.9868078
1dac619e-4123-42e9-bf11-8df2db3facf7/0086/z,30.975164
1dac619e-4123-42e9-bf11-8df2db3facf7/0087/x,-10.867766
1dac619e-4123-42e9-bf11-8df2db3facf7/0087/y,-2.5542836
1dac619e-4123-42e9-bf11-8df2db3facf7/0087/z,25.418774
1dac619e-4123-42e9-bf11-8df2db3facf7/0088/x,-6.309815
1dac619e-4123-42e9-bf11-8df2db3facf7/0088/y,-0.54263973
1dac619e-4123-42e9-bf11-8df2db3facf7/0088/z,10.8339205
1dac619e-4123-42e9-bf11-8df2db3facf7/0089/x,-43.141487
1dac619e-4123-42e9-bf11-8df2db3facf7/0089/y,-15.035781
1dac619e-4123-42e9-bf11-8df2db3facf7/0089/z,52.739075
1dac619e-4123-42e9-bf11-8df2db3facf7/0090/x,-20.182932
1dac619e-4123-42e9-bf11-8df2db3facf7/0090/y,-6.797891
1dac619e-4123-42e9-bf11-8df2db3facf7/0090/z,35.35027
1dac619e-4123-42e9-bf11-8df2db3facf7/0091/x,-15.079324
1dac619e-4123-42e9-bf11-8df2db3facf7/0091/y,-4.798939
1dac619e-4123-42e9-bf11-8df2db3facf7/0091/z,28.2341
1dac619e-4123-42e9-bf11-8df2db3facf7/0092/x,-12.48043
1dac619e-4123-42e9-bf11-8df2db3facf7/0092/y,-3.2061307
1dac619e-4123-42e9-bf11-8df2db3facf7/0092/z,22.849005
1dac619e-4123-42e9-bf11-8df2db3facf7/0093/x,-10.036539
1dac619e-4123-42e9-bf11-8df2db3facf7/0093/y,-1.9788667
1dac619e-4123-42e9-bf11-8df2db3facf7/0093/z,17.282215
1dac619e-4123-42e9-bf11-8df2db3facf7/0094/x,-8.106558
1dac619e-4123-42e9-bf11-8df2db3facf7/0094/y,-0.96392906
1dac619e-4123-42e9-bf11-8df2db3facf7/0094/z,11.815865
1dac619e-4123-42e9-bf11-8df2db3facf7/0095/x,-7.0450087
1dac619e-4123-42e9-bf11-8df2db3facf7/0095/y,-0.35524794
1dac619e-4123-42e9-bf11-8df2db3facf7/0095/z,6.8563333
1dac619e-4123-42e9-bf11-8df2db3facf7/0096/x,-0.90706956
1dac619e-4123-42e9-bf11-8df2db3facf7/0096/y,-3.2215683
1dac619e-4123-42e9-bf11-8df2db3facf7/0096/z,48.465385
1dac619e-4123-42e9-bf11-8df2db3facf7/0097/x,-2.3882573
1dac619e-4123-42e9-bf11-8df2db3facf7/0097/y,-2.0559149
1dac619e-4123-42e9-bf11-8df2db3facf7/0097/z,40.706665
1dac619e-4123-42e9-bf11-8df2db3facf7/0098/x,-3.5360317
1dac619e-4123-42e9-bf11-8df2db3facf7/0098/y,-1.7548152
1dac619e-4123-42e9-bf11-8df2db3facf7/0098/z,32.568035
1dac619e-4123-42e9-bf11-8df2db3facf7/0099/x,-4.3274317
1dac619e-4123-42e9-bf11-8df2db3facf7/0099/y,-1.2055116
1dac619e-4123-42e9-bf11-8df2db3facf7/0099/z,24.202545
1dac619e-4123-42e9-bf11-8df2db3facf7/0100/x,-4.758742
1dac619e-4123-42e9-bf11-8df2db3facf7/0100/y,-0.5027906
1dac619e-4123-42e9-bf11-8df2db3facf7/0100/z,15.807545
1dac619e-4123-42e9-bf11-8df2db3facf7/0101/x,-5.0254674
1dac619e-4123-42e9-bf11-8df2db3facf7/0101/y,0.002094191
1dac619e-4123-42e9-bf11-8df2db3facf7/0101/z,7.386226
1dac619e-4123-42e9-bf11-8df2db3facf7/0102/x,2.5115263
1dac619e-4123-42e9-bf11-8df2db3facf7/0102/y,-0.20204653
1dac619e-4123-42e9-bf11-8df2db3facf7/0102/z,38.90645
1dac619e-4123-42e9-bf11-8df2db3facf7/0103/x,-0.18838602
1dac619e-4123-42e9-bf11-8df2db3facf7/0103/y,-0.5265795
1dac619e-4123-42e9-bf11-8df2db3facf7/0103/z,32.435364
1dac619e-4123-42e9-bf11-8df2db3facf7/0104/x,-2.2955346
1dac619e-4123-42e9-bf11-8df2db3facf7/0104/y,-0.7042833
1dac619e-4123-42e9-bf11-8df2db3facf7/0104/z,24.732275
1dac619e-4123-42e9-bf11-8df2db3facf7/0105/x,-3.9492772
1dac619e-4123-42e9-bf11-8df2db3facf7/0105/y,-0.33651483
1dac619e-4123-42e9-bf11-8df2db3facf7/0105/z,16.760532
1dac619e-4123-42e9-bf11-8df2db3facf7/0106/x,-5.2180934
1dac619e-4123-42e9-bf11-8df2db3facf7/0106/y,0.0028246422
1dac619e-4123-42e9-bf11-8df2db3facf7/0106/z,8.457824
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0000/x,-5.555481
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0000/y,-0.5143603
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0000/z,11.067056
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0001/x,0.48558494
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0001/y,-0.7226118
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0001/z,12.416119
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0002/x,0.43330023
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0002/y,-0.67809874
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0002/z,12.679791
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0003/x,-0.5918029
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0003/y,-1.1759834
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0003/z,14.812284
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0004/x,-0.7437186
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0004/y,-1.3865397
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0004/z,14.302791
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0005/x,-0.1767639
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0005/y,-1.411115
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0005/z,18.962036
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0006/x,-0.22143102
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0006/y,-1.3904945
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0006/z,19.571863
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0007/x,-0.27894562
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0007/y,-1.3998241
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0007/z,20.058044
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0008/x,-0.41148683
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0008/y,-1.4653345
